gene_id,Satrom-mRNA-2hT_ACAGTG_L004_001
Gm13530,0
Gm13531,0
Gm13534,1
Gm13539,0
Gm13544,0
Gm13546,48
Gm13547,2
Gm13549,0
Gm13551,0
Gm13552,4
Gm13559,0
Gm13561,156
Gm13562,88
Gm13570,2
Gm13571,0
Gm13572,0
Gm13573,5
Gm13575,0
Gm13578,34
Gm13580,0
Gm13582,0
Gm13584,7
Gm13588,0
Gm13592,0
Gm13597,1
Gm13599,0
Gm136,0
Gm13600,0
Gm13601,0
Gm13605,0
Gm13609,0
Gm13611,7
Gm13612,1
Gm13623,0
Gm13629,0
Gm13630,0
Gm13642,3
Gm13649,0
Gm13651,4
Gm13652,0
Gm13657,30
Gm13665,2
Gm13666,0
Gm13668,0
Gm13669,3
Gm13674,0
Gm13675,0
Gm13679,1
Gm13680,42
Gm13687,0
Gm13688,0
Gm13691,0
Gm13693,0
Gm13694,0
Gm13695,0
Gm13696,0
Gm13697,0
Gm13698,0
Gm13700,0
Gm13707,92
Gm13709,11
Gm13710,2
Gm13712,0
Gm13714,0
Gm13715,1
Gm13717,0
Gm13721,0
Gm13726,0
Gm13730,0
Gm13742,0
Gm13743,1
Gm13748,2
Gm13749,0
Gm13750,1
Gm13752,0
Gm13769,0
Gm13770,0
Gm13772,1
Gm13773,0
Gm13782,5
Gm13785,6
Gm13787,0
Gm13788,0
Gm13790,1
Gm13791,0
Gm13794,0
Gm13799,0
Gm13803,12
Gm13807,80
Gm13810,0
Gm13812,1
Gm13813,0
Gm13817,0
Gm13830,17
Gm13840,14
Gm13841,3
Gm13847,0
Gm13848,0
Gm13853,1
Gm13857,0
Gm13858,0
Gm13861,0
Gm13864,9
Gm13866,0
Gm13869,0
Gm13870,0
Gm13871,0
Gm13880,4
Gm13882,5
Gm13884,6
Gm13889,4
Gm13910,12
Gm13912,0
Gm13923,0
Gm13930,0
Gm13935,2
Gm13937,0
Gm13939,2
Gm13941,0
Gm13944,0
Gm13964,0
Gm13974,0
Gm13975,0
Gm13982,0
Gm13985,2
Gm13986,0
Gm13990,0
Gm13991,9
Gm14005,232
Gm14006,0
Gm14009,214
Gm14010,13
Gm14015,0
Gm14016,1
Gm14023,9
Gm14025,4
Gm14026,34
Gm14028,0
Gm14034,0
Gm14035,0
Gm14038,40
Gm14040,0
Gm14041,0
Gm14046,27
Gm14048,125
Gm14051,0
Gm14055,0
Gm14056,0
Gm14057,24
Gm14058,0
Gm14061,0
Gm14062,0
Gm14064,0
Gm14065,0
Gm14082,0
Gm14085,0
Gm14089,3
Gm14092,0
Gm14111,12
Gm14113,0
Gm14114,0
Gm14122,2
Gm14124,792
Gm14125,2
Gm14129,0
Gm14130,1
Gm14133,0
Gm14137,81
Gm14139,886
Gm14141,0
Gm14144,0
Gm14147,1
Gm14148,1
Gm14149,12
Gm14151,0
Gm14164,2
Gm14165,20
Gm14167,23
Gm14169,0
Gm14175,0
Gm14197,0
Gm14204,0
Gm14207,3
Gm14210,2
Gm14214,0
Gm14216,0
Gm14227,0
Gm14230,242
Gm14231,2
Gm14232,11
Gm14240,0
Gm14248,0
Gm14249,0
Gm14251,9
Gm14253,2
Gm14263,0
Gm14264,0
Gm14270,587
Gm14273,5
Gm14274,1
Gm14284,216
Gm14285,0
Gm14288,0
Gm14294,0
Gm14295,223
Gm14303,90
Gm14305,247
Gm14306,0
Gm14308,0
Gm14317,0
Gm14321,16
Gm14322,442
Gm14323,4
Gm14325,759
Gm14326,383
Gm14327,1
Gm14335,19
Gm14342,0
Gm14344,1
Gm14345,0
Gm14346,0
Gm14347,0
Gm14351,0
Gm14367,0
Gm14371,0
Gm14374,0
Gm14377,0
Gm14379,3
Gm14391,1
Gm14393,65
Gm14403,144
Gm14405,0
Gm14408,0
Gm14409,85
Gm14410,296
Gm14412,392
Gm14414,0
Gm14419,7
Gm14420,520
Gm14427,2
Gm14431,0
Gm14434,0
Gm14435,0
Gm14437,0
Gm14440,1
Gm14441,6
Gm14446,0
Gm14450,0
Gm14458,0
Gm14459,0
Gm14461,0
Gm14464,1
Gm14472,58
Gm14473,1
Gm14474,0
Gm14475,0
Gm14476,0
Gm14477,0
Gm14478,0
Gm14479,0
Gm14480,0
Gm14482,0
Gm14483,0
Gm14484,0
Gm14485,0
Gm14486,0
Gm14487,0
Gm14488,0
Gm14496,0
Gm14499,0
Gm14501,0
Gm14502,0
Gm14506,1
Gm14511,0
Gm14517,0
Gm14525,0
Gm14532,0
Gm14538,2
Gm14539,7
Gm14548,36
Gm14562,0
Gm14563,0
Gm14567,0
Gm14569,0
Gm14578,0
Gm14579,0
Gm14585,0
Gm14586,69
Gm14590,0
Gm14594,0
Gm14595,0
Gm14596,0
Gm14598,0
Gm14599,0
Gm14615,0
Gm14616,0
Gm14620,13
Gm14621,0
Gm14622,0
Gm14623,0
Gm14625,0
Gm14630,0
Gm14632,0
Gm14634,2
Gm14635,0
Gm14637,0
Gm14639,11
Gm14642,0
Gm14652,0
Gm14660,0
Gm14664,0
Gm14674,0
Gm14676,0
Gm14680,434
Gm14685,1
Gm14692,0
Gm14696,0
Gm14698,13
Gm14710,0
Gm14718,0
Gm14719,1
Gm14725,0
Gm14730,4
Gm14743,0
Gm14744,0
Gm14750,0
Gm14752,0
Gm14758,0
Gm14760,7
Gm14762,0
Gm14768,0
Gm14769,0
Gm14781,0
Gm14783,0
Gm14784,0
Gm14808,0
Gm14812,0
Gm14819,0
Gm14826,0
Gm14827,7
Gm14843,0
Gm14850,0
Gm14851,0
Gm14858,2
Gm14859,3
Gm14861,0
Gm14865,0
Gm14877,0
Gm14901,0
Gm14902,0
Gm14903,0
Gm14911,0
Gm14920,0
Gm14921,0
Gm14925,0
Gm14926,0
Gm14936,0
Gm14950,0
Gm14957,0
Gm14991,0
Gm15006,0
Gm15008,2
Gm15013,5
Gm15023,0
Gm15026,0
Gm15030,0
Gm15032,1
Gm15043,0
Gm15056,0
Gm15074,0
Gm15075,0
Gm15080,0
Gm15083,0
Gm15085,0
Gm15090,0
Gm15091,1
Gm15093,0
Gm15094,0
Gm15095,0
Gm15097,0
Gm15104,0
Gm15106,0
Gm15107,0
Gm15109,0
Gm15112,0
Gm15113,0
Gm15114,0
Gm15126,0
Gm15127,0
Gm15128,0
Gm15131,0
Gm15133,1
Gm15140,0
Gm15141,0
Gm15142,0
Gm15143,0
Gm15148,1
Gm15151,0
Gm15159,0
Gm15163,31
Gm15165,0
Gm15171,0
Gm15173,0
Gm15179,0
Gm15186,20
Gm15187,0
Gm15190,8
Gm15191,4
Gm15195,3
Gm15196,0
Gm15199,1
Gm15201,0
Gm15209,0
Gm15210,498
Gm15217,0
Gm15223,0
Gm15230,0
Gm15232,21
Gm15241,0
Gm15245,50
Gm15264,0
Gm15266,0
Gm15267,3
Gm1527,0
Gm15279,0
Gm15283,33
Gm15284,0
Gm15290,0
Gm15292,0
Gm15293,0
Gm15294,0
Gm15299,0
Gm15308,0
Gm15310,0
Gm15315,0
Gm15319,0
Gm15320,0
Gm15322,6
Gm15323,10
Gm15325,13
Gm15326,86
Gm15327,15
Gm15328,0
Gm15337,8
Gm15343,1
Gm15348,0
Gm15350,0
Gm15352,0
Gm15363,0
Gm15364,0
Gm15366,0
Gm15386,0
Gm15389,0
Gm15395,0
Gm15396,1
Gm15401,32
Gm15408,14
Gm15411,32
Gm15412,0
Gm15413,0
Gm15417,170
Gm15418,0
Gm15420,0
Gm15421,31
Gm15422,0
Gm15423,4
Gm15425,2
Gm15426,0
Gm15433,74
Gm15441,68
Gm15442,0
Gm15446,111
Gm15448,19
Gm15452,1
Gm15453,244
Gm15455,2
Gm15459,121
Gm15464,9
Gm15466,5
Gm15471,6
Gm15473,0
Gm15483,3
Gm15486,1
Gm15493,0
Gm15496,0
Gm15499,0
Gm15501,3
Gm15506,15
Gm15510,38
Gm15515,1
Gm15517,36
Gm15518,3
Gm15519,62
Gm15520,0
Gm15523,8
Gm15524,0
Gm15527,0
Gm15529,0
Gm1553,0
Gm15531,0
Gm15545,557
Gm15549,4
Gm15551,4
Gm15553,0
Gm15555,0
Gm15558,6
Gm15564,5
Gm15565,0
Gm15566,0
Gm15569,0
Gm15571,2
Gm15572,0
Gm15576,0
Gm15577,0
Gm15580,0
Gm15581,0
Gm15583,55
Gm15593,1
Gm156,0
Gm15603,0
Gm15607,26
Gm15610,13
Gm15612,2
Gm15614,0
Gm15617,0
Gm15621,1
Gm15624,3
Gm15627,2
Gm15628,2
Gm15631,0
Gm15638,0
Gm1564,12
Gm15645,5
Gm15651,33
Gm15658,0
Gm15661,0
Gm15663,0
Gm15674,0
Gm15679,0
Gm15681,0
Gm15688,0
Gm15689,0
Gm15694,72
Gm15698,0
Gm15706,3
Gm15707,0
Gm15708,58
Gm15710,6
Gm15711,2
Gm15713,2
Gm15715,14
Gm15723,0
Gm15725,0
Gm15731,0
Gm15732,0
Gm15736,0
Gm15738,4
Gm15742,28
Gm15744,0
Gm15753,15
Gm15754,8
Gm15755,0
Gm15759,0
Gm15760,163
Gm15762,0
Gm15764,0
Gm15767,0
Gm15770,3
Gm15772,107
Gm15776,3
Gm15784,0
Gm15785,0
Gm15787,15
Gm15793,3
Gm15794,6
Gm15800,3709
Gm15807,0
Gm15816,0
Gm15825,0
Gm15828,0
Gm15834,54
Gm15843,1
Gm15850,17
Gm15854,0
Gm1587,0
Gm15870,0
Gm15879,56
Gm15880,0
Gm15881,0
Gm15894,0
Gm15895,21
Gm15908,0
Gm15910,0
Gm15915,0
Gm15923,0
Gm15925,1
Gm15927,65
Gm15928,2
Gm15934,0
Gm15939,0
Gm15941,0
Gm15946,8
Gm15952,116
Gm15958,0
Gm15959,4
Gm15972,0
Gm15975,0
Gm15984,0
Gm15987,355
Gm15991,212
Gm15997,0
Gm15998,30
Gm1600,0
Gm16005,0
Gm16010,0
Gm16013,0
Gm16017,2
Gm16020,0
Gm16023,26
Gm16026,20
Gm16035,0
Gm16041,0
Gm16042,0
Gm1604A,0
Gm1604b,0
Gm16050,0
Gm16062,39
Gm16063,1
Gm16068,1
Gm16069,5
Gm16070,0
Gm16071,7
Gm16074,7
Gm16083,0
Gm16086,0
Gm16089,0
Gm16090,0
Gm16096,0
Gm16103,8
Gm16104,28
Gm16108,0
Gm16111,3
Gm16116,15
Gm16118,1
Gm16124,59
Gm16130,2
Gm16138,0
Gm16142,0
Gm16143,0
Gm16148,0
Gm16149,0
Gm16150,32
Gm16152,2
Gm16157,7
Gm16159,0
Gm16160,0
Gm16166,7
Gm16168,0
Gm16169,0
Gm16174,22
Gm16185,120
Gm16193,0
Gm16206,11
Gm16208,0
Gm16209,7
Gm16219,0
Gm16222,0
Gm16223,0
Gm16226,0
Gm16228,0
Gm16230,24
Gm16233,0
Gm16238,9
Gm16246,0
Gm16249,0
Gm16261,2
Gm16263,0
Gm16283,1
Gm16287,7
Gm16291,0
Gm16294,0
Gm16304,16
Gm1631,2
Gm16311,0
Gm16322,5
Gm16325,0
Gm16326,30
Gm16336,0
Gm16340,1
Gm16341,2
Gm16342,1
Gm16347,0
Gm16348,0
Gm16350,0
Gm16351,0
Gm16357,0
Gm16364,93
Gm16367,0
Gm16372,55
Gm16374,11
Gm16381,0
Gm16385,11
Gm16386,48
Gm16387,0
Gm16390,0
Gm16391,0
Gm16399,0
Gm16404,0
Gm16405,0
Gm16410,0
Gm16418,0
Gm16425,5
Gm16427,0
Gm16428,0
Gm16429,0
Gm16430,0
Gm16431,0
Gm16432,0
Gm16433,106
Gm16434,0
Gm16437,5
Gm16439,0
Gm16440,0
Gm16441,0
Gm16442,0
Gm16443,0
Gm16445,0
Gm16451,0
Gm16462,0
Gm16463,0
Gm16464,55
Gm1647,20
Gm16470,21
Gm16477,4
Gm16478,0
Gm16486,21
Gm16497,0
Gm16499,0
Gm16500,5
Gm16501,0
Gm16505,0
Gm16513,0
Gm16514,0
Gm16519,0
Gm16523,5
Gm16524,77
Gm16525,0
Gm16527,0
Gm1653,4
Gm16531,0
Gm16532,2
Gm16537,6
Gm16547,0
Gm16548,0
Gm16551,0
Gm16553,0
Gm16555,0
Gm16559,0
Gm16570,4
Gm16573,0
Gm16576,215
Gm16582,0
Gm16585,1
Gm16589,1
Gm16596,0
Gm166,45
Gm1661,2
Gm16617,2
Gm16619,0
Gm16630,0
Gm16638,8
Gm16675,52
Gm16677,8
Gm16686,0
Gm16701,0
Gm16702,3
Gm16712,7
Gm1673,0
Gm16740,17
Gm16758,0
Gm16759,3
Gm16793,0
Gm16794,24
Gm16796,4
Gm16833,0
Gm16835,0
Gm16845,66
Gm16853,7
Gm16861,59
Gm16863,2
Gm16876,0
Gm16880,0
Gm16894,0
Gm16897,0
Gm16907,220
Gm16938,41
Gm16973,200
Gm16976,0
Gm1698,0
Gm16982,7
Gm16984,4
Gm16998,17
Gm17014,0
Gm17019,0
Gm17021,2
Gm17025,10
Gm17026,0
Gm17027,0
Gm17031,0
Gm17039,11
Gm17057,14
Gm17059,0
Gm17060,3
Gm17066,4169
Gm17068,3
Gm17078,0
Gm17079,0
Gm17082,157
Gm17094,0
Gm17102,2
Gm17115,8
Gm17116,3
Gm17147,48
Gm1715,2
Gm17167,0
Gm17171,0
Gm17182,0
Gm17197,0
Gm1720,2
Gm17202,0
Gm17209,105
Gm17212,1
Gm17213,0
Gm17214,0
Gm17215,0
Gm17224,16
Gm17230,1
Gm17241,3
Gm17250,16
Gm17252,0
Gm17257,1
Gm17266,0
Gm17296,3708
Gm17308,0
Gm17330,0
Gm17352,0
Gm17353,0
Gm17359,0
Gm17361,0
Gm17365,3
Gm17382,42
Gm17388,72
Gm17399,133
Gm17412,0
Gm17430,0
Gm17450,4
Gm17455,2
Gm17467,0
Gm17511,15
Gm17518,20
Gm17521,0
Gm17577,0
Gm17580,0
Gm17592,0
Gm17597,2
Gm17619,0
Gm17634,0
Gm17644,0
Gm17660,0
Gm17673,22
Gm17677,0
Gm17689,0
Gm17727,0
Gm17733,0
Gm17740,10
Gm17745,2
Gm17746,2
Gm17748,2
Gm17750,0
Gm17751,0
Gm17752,1
Gm17753,0
Gm17756,0
Gm17757,0
Gm17761,0
Gm17762,2
Gm17763,0
Gm17764,3
Gm17767,2
Gm17768,0
Gm17769,0
Gm17771,0
Gm17772,0
Gm17778,0
Gm17779,0
Gm17780,0
Gm17781,0
Gm17782,0
Gm17783,1
Gm17786,0
Gm17788,4
Gm17791,0
Gm17794,1
Gm17797,0
Gm17798,0
Gm17799,3
Gm17800,0
Gm17801,3
Gm17802,8
Gm17805,0
Gm17807,7
Gm17812,14
Gm17813,0
Gm17817,0
Gm17820,0
Gm17821,0
Gm17822,0
Gm17823,3
Gm17824,0
Gm17825,94
Gm17826,3
Gm17827,4
Gm17828,2
Gm17829,2
Gm17830,0
Gm17831,1
Gm17847,0
Gm17918,0
Gm17970,0
Gm17971,3
Gm17977,0
Gm17980,0
Gm18001,0
Gm18015,0
Gm18025,2
Gm18031,1
Gm18066,0
Gm18075,0
Gm18088,0
Gm18104,1
Gm18116,0
Gm18140,0
Gm18144,0
Gm18152,0
Gm18157,0
Gm1818,89
Gm18183,0
Gm1821,12156
Gm18248,0
Gm1826,17
Gm18284,29
Gm18338,0
Gm18350,0
Gm18367,0
Gm18379,0
Gm18405,0
Gm18409,0
Gm18423,1
Gm18505,0
Gm18541,2
Gm18551,0
Gm18604,0
Gm18618,0
Gm1862,12
Gm18642,0
Gm18646,5
Gm18689,0
Gm18690,0
Gm18709,0
Gm18737,0
Gm18753,0
Gm18757,0
Gm18822,1
Gm18853,0
Gm18859,1
Gm18908,0
Gm18913,3
Gm18949,0
Gm18972,0
Gm18983,0
Gm19013,0
Gm19014,0
Gm19015,0
Gm19086,0
Gm19127,0
Gm19202,0
Gm19209,0
Gm19222,0
Gm19244,0
Gm19245,0
Gm19246,4
Gm19247,28
Gm19248,0
Gm19249,0
Gm19250,0
Gm19252,2
Gm19253,0
Gm19254,0
Gm19255,0
Gm19257,0
Gm19267,0
Gm19272,0
Gm19276,0
Gm19277,0
Gm19281,3
Gm19283,0
Gm19290,0
Gm19291,0
Gm19293,3
Gm19299,0
Gm19303,0
Gm19306,0
Gm19311,0
Gm19312,0
Gm19320,0
Gm19325,2
Gm19327,38
Gm19334,5
Gm19340,0
Gm19343,1
Gm19345,84
Gm19366,5
Gm19376,0
Gm19395,2
Gm19402,0
Gm19410,0
Gm19412,0
Gm19418,0
Gm19424,0
Gm19426,0
Gm19428,0
Gm1943,89
Gm19430,0
Gm19434,2
Gm19441,0
Gm19444,0
Gm19457,1
Gm19461,0
Gm19463,0
Gm19465,0
Gm19466,3
Gm19469,0
Gm19470,0
Gm19480,0
Gm19484,0
Gm19500,0
Gm19501,0
Gm19505,0
Gm19510,0
Gm19519,0
Gm19522,0
Gm19535,0
Gm19536,0
Gm19540,0
Gm19554,7
Gm19557,14
Gm19563,0
Gm19566,0
Gm19571,0
Gm19572,0
Gm19582,5
Gm19583,0
Gm19585,1
Gm19589,0
Gm19596,0
Gm19599,0
Gm19600,14
Gm19611,0
Gm19619,0
Gm19620,9
Gm19637,0
Gm19639,43
Gm19640,0
Gm19644,0
Gm1965,159
Gm19653,0
Gm1966,48
Gm19663,2
Gm19665,2
Gm19668,0
Gm19673,0
Gm19674,0
Gm1968,0
Gm19680,104
Gm19688,3
Gm19689,0
Gm19691,1222
Gm19696,0
Gm19705,8
Gm19709,0
Gm1971,0
Gm19710,66
Gm1972,0
Gm19723,31
Gm19741,0
Gm19744,0
Gm19757,1
Gm1976,196
Gm19761,0
Gm19764,0
Gm19775,0
Gm19777,0
Gm19782,0
Gm19784,0
Gm19786,0
Gm1979,0
Gm19792,0
Gm19798,2
Gm1980,6
Gm19807,0
Gm1982,0
Gm19829,0
Gm19835,0
Gm19840,0
Gm19866,0
Gm19867,0
Gm1987,0
Gm19872,0
Gm19873,0
Gm1988,0
Gm19883,0
Gm19885,0
Gm1989,0
Gm19893,5
Gm19896,0
Gm19897,26
Gm19900,0
Gm19901,0
Gm19908,0
Gm19917,0
Gm19921,0
Gm1993,0
Gm19931,0
Gm19935,0
Gm19936,2
Gm19949,0
Gm1995,0
Gm19950,0
Gm19956,0
Gm19963,0
Gm19987,0
Gm19990,0
Gm19994,0
Gm2000,24
Gm20005,18
Gm20006,0
Gm20007,0
Gm2001,0
Gm20016,2
Gm20018,0
Gm2002,0
Gm20026,0
Gm2003,0
Gm20036,13
Gm20040,0
Gm20043,0
Gm20049,0
Gm2005,0
Gm20056,16
Gm20063,0
Gm20067,0
Gm20070,1
Gm20071,71
Gm20074,0
Gm20083,0
Gm20091,0
Gm20098,0
Gm2011,12
Gm20110,0
Gm2012,0
Gm20121,0
Gm20124,0
Gm20125,7
Gm20128,0
Gm20136,1
Gm20139,0
Gm20147,1
Gm20149,4
Gm20150,1
Gm20153,0
Gm20156,1
Gm2016,0
Gm20161,2
Gm20162,0
Gm20164,0
Gm20172,0
Gm20177,0
Gm20187,0
Gm20188,0
Gm20199,0
Gm20203,0
Gm20219,107
Gm2022,0
Gm20223,0
Gm2023,0
Gm20236,0
Gm20239,0
Gm20241,0
Gm20257,33
Gm20267,6
Gm20268,0
Gm2027,4
Gm20275,23
Gm20277,0
Gm20287,0
Gm20294,0
Gm2030,0
Gm20300,52
Gm20304,0
Gm20319,1
Gm20324,104
Gm2033,0
Gm20336,0
Gm20337,14
Gm20345,0
Gm2035,0
Gm20356,0
Gm2036,0
Gm20362,0
Gm20377,3
Gm20383,0
Gm20385,0
Gm20387,0
Gm20389,0
Gm2042,0
Gm20445,0
Gm2046,0
Gm20465,3
Gm20467,0
Gm20482,0
Gm20491,2
Gm20492,2
Gm20501,2
Gm20506,0
Gm20511,5
Gm20541,0
Gm20544,305
Gm20550,2
Gm20554,0
Gm20556,0
Gm20557,0
Gm2056,0
Gm20560,0
Gm20564,0
Gm20566,0
Gm20570,10
Gm2059,2
Gm20594,0
Gm20597,5
Gm20599,0
Gm20604,0
Gm20605,23
Gm20609,0
Gm2061,4
Gm20611,0
Gm20616,0
Gm20619,0
Gm20627,3
Gm20642,0
Gm2065,0
Gm20652,1
Gm20654,0
Gm20655,34
Gm20658,4
Gm20670,0
Gm20687,5
Gm20706,0
Gm2071,0
Gm20714,0
Gm20717,31
Gm20735,1
Gm20736,0
Gm20737,0
Gm20738,0
Gm20739,0
Gm20740,0
Gm20741,0
Gm20742,0
Gm20743,0
Gm20744,0
Gm20745,0
Gm20746,864
Gm20747,0
Gm20748,28
Gm20749,0
Gm2075,0
Gm20750,0
Gm20751,0
Gm20752,2
Gm20753,2
Gm20754,0
Gm20755,0
Gm20756,287
Gm20757,0
Gm20758,0
Gm20759,0
Gm2076,0
Gm20760,2
Gm20762,23
Gm20763,10
Gm20764,2
Gm20765,0
Gm20767,34
Gm2077,0
Gm20772,0
Gm20773,0
Gm20777,0
Gm20778,0
Gm20780,0
Gm20781,0
Gm20782,0
Gm20783,0
Gm20784,16
Gm20786,0
Gm20787,0
Gm20789,0
Gm20792,0
Gm20793,0
Gm20794,0
Gm20795,0
Gm20796,4
Gm20806,0
Gm20807,0
Gm20809,0
Gm20811,0
Gm20815,0
Gm20816,0
Gm20817,0
Gm20819,0
Gm20820,0
Gm20822,0
Gm20823,0
Gm20826,0
Gm20827,0
Gm20828,0
Gm20831,0
Gm20832,0
Gm20833,0
Gm20836,0
Gm20837,0
Gm20838,0
Gm20842,0
Gm20845,0
Gm20850,0
Gm20851,0
Gm20852,0
Gm20854,0
Gm20857,0
Gm20858,0
Gm20865,0
Gm20867,0
Gm20868,0
Gm20869,0
Gm2087,0
Gm20870,0
Gm20871,0
Gm20873,0
Gm20875,0
Gm20877,0
Gm20878,0
Gm20879,0
Gm20898,0
Gm20899,1
Gm20901,0
Gm20903,0
Gm20906,0
Gm20907,0
Gm20908,0
Gm20910,0
Gm20916,0
Gm20917,0
Gm2092,0
Gm20921,0
Gm20928,0
Gm20929,0
Gm20931,0
Gm20934,0
Gm20938,0
Gm20939,250
Gm20940,9
Gm20941,0
Gm20942,0
Gm20945,0
Gm20949,2
Gm20953,0
Gm20997,0
Gm21002,0
Gm2102,0
Gm21039,0
Gm21057,1
Gm21061,0
Gm21064,0
Gm21070,0
Gm21075,0
Gm21082,1
Gm21089,0
Gm2109,1
Gm21093,0
Gm21094,0
Gm21095,0
Gm21104,0
Gm21112,1
Gm21115,0
Gm21118,0
Gm21119,0
Gm21122,0
Gm21123,0
Gm21129,0
Gm21133,0
Gm21135,0
Gm21136,0
Gm21139,0
Gm21142,0
Gm21145,3
Gm21147,0
Gm21149,0
Gm2115,2
Gm21152,0
Gm21154,0
Gm21156,0
Gm21158,0
Gm21162,0
Gm21168,3
Gm21170,0
Gm21178,0
Gm21180,0
Gm21181,0
Gm21183,0
Gm21188,0
Gm21190,0
Gm21191,0
Gm21221,0
Gm21241,0
Gm21242,0
Gm21245,0
Gm21248,0
Gm21256,0
Gm21258,0
Gm21269,0
Gm21276,0
Gm2128,0
Gm21283,0
Gm21284,36
Gm21286,0
Gm21292,0
Gm21293,0
Gm21294,0
Gm21304,0
Gm21310,0
Gm21312,0
Gm21317,0
Gm21319,0
Gm21320,0
Gm21321,0
Gm21350,0
Gm21358,1
Gm21362,0
Gm21366,0
Gm2137,0
Gm21370,1
Gm21378,2
Gm21379,0
Gm21388,0
Gm21392,0
Gm21393,0
Gm21399,5
Gm21404,0
Gm21405,0
Gm21409,0
Gm2141,0
Gm21411,0
Gm21420,0
Gm21425,0
Gm21430,0
Gm21432,0
Gm21440,0
Gm21447,0
Gm21451,0
Gm21454,0
Gm21461,0
Gm21464,1
Gm21466,0
Gm2147,2
Gm21489,0
Gm21498,0
Gm21513,0
Gm21540,17
Gm21541,0
Gm21559,0
Gm21569,0
Gm2157,0
Gm21571,0
Gm21586,0
Gm21596,6
Gm21598,0
Gm21608,0
Gm2161,0
Gm21620,0
Gm2163,0
Gm21631,0
Gm21637,0
Gm2164,0
Gm21645,0
Gm21647,0
Gm21655,0
Gm21657,0
Gm21658,0
Gm21660,0
Gm21663,0
Gm21671,0
Gm21672,0
Gm21677,0
Gm21678,0
Gm21679,0
Gm21680,0
Gm21681,0
Gm21683,0
Gm21685,0
Gm21693,0
Gm21698,0
Gm21699,0
Gm21704,0
Gm21708,0
Gm21711,0
Gm21719,0
Gm21720,0
Gm21729,0
Gm21734,0
Gm21737,0
Gm21739,0
Gm21744,0
Gm21749,0
Gm21754,0
Gm21756,0
Gm21758,0
Gm21759,0
Gm2176,12
Gm21778,0
Gm2178,0
Gm21790,0
Gm21795,0
Gm21799,0
Gm21809,0
Gm21811,533
Gm21813,0
Gm21818,58
Gm2182,0
Gm21820,0
Gm21825,0
Gm21835,0
Gm21845,0
Gm21847,0
Gm21853,0
Gm21859,4
Gm21861,0
Gm21871,0
Gm21885,790
Gm2189,0
Gm21894,0
Gm21896,0
Gm21909,0
Gm21910,0
Gm21917,0
Gm2192,0
Gm2193,2
Gm21935,2
Gm21936,1
Gm21937,0
Gm21939,0
Gm21943,0
Gm21944,0
Gm21949,0
Gm21950,0
Gm21951,0
Gm21963,3
Gm21964,0
Gm21975,0
Gm21977,0
Gm21994,0
Gm21996,0
Gm22,22
Gm22109,0
Gm22146,0
Gm22219,0
Gm2223,47
Gm2225,15
Gm22291,0
Gm2231,0
Gm2233,0
Gm2240,0
Gm2244,0
Gm22498,1
Gm2253,6
Gm2260,0
Gm2274,0
Gm2288,0
Gm2296,15
Gm23011,0
Gm2308,9
Gm2318,0
Gm232,0
Gm2328,0
Gm23284,0
Gm23428,1
Gm2352,0
Gm23711,0
Gm2381,0
Gm2383,0
Gm2387,11
Gm2390,0
Gm2395,0
Gm23952,2
Gm2404,0
Gm2407,0
Gm24105,1
Gm2411,0
Gm2412,0
Gm24148,60
Gm2423,0
Gm2427,137
Gm24333,0
Gm2436,0
Gm2439,0
Gm24392,0
Gm2445,7
Gm2446,0
Gm24463,0
Gm2447,2
Gm24474,0
Gm2449,26
Gm2451,6
Gm2457,0
Gm24576,0
Gm24595,0
Gm2464,0
Gm2467,0
Gm2477,0
Gm2479,8
Gm2483,0
Gm2491,0
Gm2495,0
Gm2497,0
Gm25018,0
Gm2506,0
Gm2511,0
Gm2516,0
Gm2517,0
Gm2518,4
Gm25212,0
Gm2534,0
Gm2539,0
Gm25404,0
Gm25432,1047
Gm2544,0
Gm2546,12
Gm25500,48
Gm2551,0
Gm2560,0
Gm2564,0
Gm2573,21
Gm2574,2
Gm2594,0
Gm26008,0
Gm2606,6
Gm2607,1
Gm2611,0
Gm2614,7
Gm2622,0
Gm26232,0
Gm26391,0
Gm2641,0
Gm26510,124
Gm26511,9
Gm26512,0
Gm26515,26
Gm26519,0
Gm26534,22
Gm26535,2
Gm26536,0
Gm26544,0
Gm26550,5
Gm26555,2
Gm26559,0
Gm26560,0
Gm26564,0
Gm26579,13
Gm26583,19
Gm26585,32
Gm26588,220
Gm26592,0
Gm26596,0
Gm266,0
Gm26604,15
Gm26608,0
Gm26615,2
Gm26618,0
Gm26629,0
Gm2663,0
Gm26632,0
Gm26633,0
Gm26634,0
Gm26641,3
Gm26644,0
Gm26651,0
Gm26653,1
Gm2666,19
Gm26664,93
Gm26666,1
Gm26671,1
Gm26679,7
Gm26682,0
Gm26684,0
Gm26685,0
Gm26688,0
Gm26689,0
Gm26691,0
Gm26697,0
Gm26698,0
Gm26705,1
Gm26708,15
Gm26710,46
Gm26715,0
Gm26728,0
Gm26730,2
Gm26740,141
Gm26747,3
Gm26748,0
Gm26752,0
Gm26756,8
Gm2676,8
Gm26761,0
Gm26763,0
Gm26777,0
Gm26779,80
Gm26782,210
Gm26787,6
Gm26793,0
Gm26806,0
Gm26808,1
Gm26820,0
Gm26832,0
Gm26839,90
Gm26843,3
Gm26844,0
Gm26847,66
