gene_id,Satrom-mRNA-15mT_CTTGTA_L003_001
Atp6v0c-ps1,2
Atp6v0c-ps2,9
Atp6v0d1,4442
Atp6v0d2,0
Atp6v0e,3416
Atp6v0e2,0
Atp6v1a,15908
Atp6v1b1,0
Atp6v1b2,10443
Atp6v1c1,4422
Atp6v1c2,27
Atp6v1d,3608
Atp6v1e1,4
Atp6v1e2,0
Atp6v1f,4232
Atp6v1g1,4295
Atp6v1g2,0
Atp6v1g3,0
Atp6v1h,1843
Atp7a,2619
Atp7b,839
Atp8a1,65
Atp8a2,9
Atp8b1,0
Atp8b2,7289
Atp8b3,99
Atp8b4,960
Atp8b5,3
Atp9a,2139
Atp9b,3920
Atpaf1,1922
Atpaf2,1478
Atpif1,4527
Atr,8096
Atraid,2017
Atrip,1700
Atrn,3519
Atrnl1,46
Atrx,23679
Atxn1,5454
Atxn10,13072
Atxn1l,5096
Atxn2,3216
Atxn2l,22403
Atxn3,5941
Atxn7,2936
Atxn7l1,3362
Atxn7l1os2,23
Atxn7l2,906
Atxn7l3,5563
Atxn7l3b,9179
AU015228,0
AU015791,7
AU015836,33
AU016765,0
AU018091,0
AU019823,4379
AU019990,2
AU021063,0
AU021092,0
AU022252,2496
AU022751,0
AU022754,0
AU022793,0
AU023762,0
AU040096,2
AU040320,5917
AU040972,3
AU041133,274
Auh,3471
Aunip,1763
Aup1,9766
Aurka,3780
Aurkaip1,3137
Aurkb,5557
Aurkc,6
Auts2,0
AV039307,33
AV051173,11
AV064505,0
AV320801,0
Aven,2285
Avil,8436
Avl9,6372
Avp,0
Avpi1,345
Avpr1a,0
Avpr1b,0
Avpr2,29
AW011738,19
AW046200,10
AW047730,9
AW112010,101
AW121686,4
AW146154,256
AW209491,2513
AW495222,1
AW549542,0
AW549877,8945
AW551984,0
AW554918,1215
AW822252,0
Awat1,0
Awat2,103
Axdnd1,9
Axin1,7224
Axin2,8402
Axl,213
AY074887,2
AY358078,0
AY512915,0
AY512931,0
AY702103,0
AY761184,0
AY761185,0
Aym1,0
Azgp1,0
Azi2,2837
Azin1,11665
Azin2,6
B020004C17Rik,0
B020004J07Rik,0
B020011L13Rik,0
B020014A21Rik,0
B020018J22Rik,0
B020031M17Rik,46
B130006D01Rik,4
B130016D09Rik,7
B130024G19Rik,0
B130034C11Rik,99
B130055M24Rik,519
B230104I21Rik,0
B230110C06Rik,0
B230110G15Rik,0
B230112J18Rik,0
B230118H07Rik,2
B230118I11Rik,0
B230119M05Rik,0
B230206H07Rik,1
B230206L02Rik,44
B230208H11Rik,1
B230209E15Rik,0
B230214G05Rik,0
B230216G23Rik,0
B230216N24Rik,0
B230217C12Rik,423
B230217O12Rik,74
B230219D22Rik,7796
B230311B06Rik,0
B230312C02Rik,0
B230317F23Rik,12
B230319C09Rik,1
B230323A14Rik,0
B230344G16Rik,0
B230369F24Rik,46
B230398E01Rik,76
B2m,43608
B330016D10Rik,33
B3galnt1,0
B3galnt2,3861
B3galt1,0
B3galt2,6
B3galt4,0
B3galt5,2
B3galt6,832
B3gat1,0
B3gat2,28
B3gat3,1130
B3glct,4
B3gnt2,15457
B3gnt3,4
B3gnt4,20
B3gnt5,222
B3gnt6,0
B3gnt7,0
B3gnt8,4
B3gnt9,608
B3gntl1,557
B430010I23Rik,0
B430212C06Rik,38
B430306N03Rik,32
B430319G15Rik,0
B4galnt1,3771
B4galnt2,1040
B4galnt3,99
B4galnt4,8
B4galt1,25680
B4galt2,36
B4galt3,1344
B4galt4,0
B4galt5,3128
B4galt6,7163
B4galt7,798
B4gat1,982
B630005N14Rik,5951
B630019K06Rik,0
B830017H08Rik,0
B930003M22Rik,6
B930018H19Rik,4
B930025P03Rik,0
B930041F14Rik,240
B930059L03Rik,4
B930082K07Rik,4
B930092H01Rik,2
B930095G15Rik,849
B9d1,295
B9d1os,4
B9d2,602
Baalc,0
Baat,2
Babam1,3253
Bace1,722
Bace2,0
Bach1,11234
Bach2,5757
Bach2os,11
Bad,681
Bag1,7167
Bag2,4391
Bag3,812
Bag4,5171
Bag5,4938
Bag6,0
Bahcc1,18
Bahd1,8230
Bai1,0
Bai2,11
Bai3,1
Baiap2,1129
Baiap2l1,531
Baiap2l2,40
Baiap3,2
Bak1,2561
Bambi,6
Bambi-ps1,16
Banf1,10087
Banf2,0
Banf2os,24
Bank1,5012
Banp,1010
Bap1,13242
Bard1,2833
Barhl1,63
Barhl2,2
Barx1,0
Barx2,0
Basp1,57
Batf,5207
Batf2,0
Batf3,985
Bax,3132
Baz1a,8894
Baz1b,23849
Baz2a,13375
Baz2b,30740
BB014433,0
BB019430,0
BB031773,0
BB094273,3
BB114814,0
BB123696,3
BB283400,0
BB287469,0
BB557941,6
Bbc3,1517
Bbip1,1326
Bbox1,0
Bbs1,398
Bbs10,208
Bbs12,101
Bbs2,970
Bbs4,366
Bbs5,366
Bbs7,8
Bbs9,2014
Bbx,810
BC002059,854
BC002163,4
BC003331,3026
BC003965,2835
BC004004,4295
BC005512,50
BC005537,9214
BC005561,761
BC005624,3733
BC006965,0
BC016548,0
BC016579,4
BC017158,615
BC017643,2137
BC018473,2
BC020402,43
BC021614,0
BC021767,5
BC021785,0
BC021891,0
BC022687,343
BC023829,2396
BC024063,746
BC024139,0
BC024386,0
BC024978,681
BC025446,0
BC025920,257
BC026585,44
BC027072,0
BC027231,3657
BC028528,299
BC029214,399
BC029722,724
BC030307,536
BC030336,2532
BC030499,200
BC030500,0
BC030867,2591
BC030870,0
BC031181,2081
BC031361,35
BC033916,0
BC034090,282
BC035044,1680
BC037032,33
BC037034,796
BC037156,0
BC037704,0
BC039771,0
BC039966,73
BC040756,0
BC042761,0
BC046251,0
BC048403,1801
BC048502,0
BC048507,0
BC048546,0
BC048559,0
BC048562,0
BC048602,0
BC048609,23
BC048644,12
BC048671,0
BC048679,0
BC049352,14
BC049635,0
BC049702,0
BC049715,675
BC049730,0
BC049762,24
BC051019,8
BC051076,0
BC051142,0
BC051226,0
BC051408,0
BC051537,0
BC051628,1
BC051665,0
BC052040,2014
BC052688,0
BC053393,0
BC055111,4
BC055324,1900
BC055402,0
BC061194,27
BC061195,0
BC061212,0
BC061237,0
BC064078,107
BC065397,158
BC065403,0
BC067074,45
BC068281,586
BC080695,0
BC080696,0
BC089491,4
BC089597,0
BC094916,0
Bc1,6
BC100451,6
BC100530,0
BC106175,2
BC106179,75
BC107364,24
BC117090,0
BC147527,1117
Bcam,221
Bcan,0
Bcap29,13415
Bcap31,6047
Bcar1,175
Bcar3,11013
Bcas1,2
Bcas1os2,1
Bcas2,5317
Bcas3,1534
Bcas3os1,0
Bcas3os2,0
Bcat1,5388
Bcat2,1633
Bccip,5255
Bcdin3d,628
Bche,0
Bckdha,2208
Bckdhb,746
Bckdk,2001
Bcl10,6563
Bcl11a,10017
Bcl11b,0
Bcl2,6682
Bcl2a1a,3519
Bcl2a1b,9439
Bcl2a1c,63
Bcl2a1d,4553
Bcl2l1,2378
Bcl2l10,0
Bcl2l11,11018
Bcl2l12,312
Bcl2l13,797
Bcl2l14,211
Bcl2l15,644
Bcl2l2,14
Bcl3,680
Bcl6,17
Bcl6b,1
Bcl7a,4183
Bcl7b,2126
Bcl7c,3351
Bcl9,3138
Bcl9l,4801
Bclaf1,29692
Bco1,1
Bco2,12
Bcor,15181
Bcorl1,1107
Bcr,5064
Bcs1l,1473
Bdh1,2690
Bdh2,6
Bdkrb1,119
Bdkrb2,2
Bdnf,0
Bdp1,9469
BE692007,4
BE949265,0
Bean1,0
Becn1,5560
Becn2,0
Begain,107
Bend3,8372
Bend4,15
Bend5,998
Bend6,100
Bend7,0
Best1,11
Best2,3
Best3,3
Bet1,2943
Bet1l,821
Bex1,0
Bex2,0
Bex4,0
Bex6,10
Bfar,3687
Bfsp1,81
Bfsp2,117
Bglap,1
Bglap2,0
Bglap3,26
Bgn,0
Bhlha15,1819
Bhlha9,0
Bhlhb9,4183
Bhlhe22,0
Bhlhe23,0
Bhlhe40,27637
Bhlhe41,14918
Bhmt,0
Bhmt-ps1,0
Bhmt2,0
Bicc1,0
Bicd1,0
Bicd2,6435
Bid,1681
Bik,27
Bin1,4913
Bin2,6889
Bin3,5956
Birc2,11199
Birc3,15223
Birc5,3940
Birc6,21846
Birc7,0
Bivm,5
Blcap,1795
Blk,9722
Blm,11489
Blmh,10883
Blnk,13535
Bloc1s1,753
Bloc1s2,2428
Bloc1s2-ps,158
Bloc1s3,645
Bloc1s4,1133
Bloc1s5,1311
Bloc1s6,3320
Bloc1s6os,41
Blvra,1345
Blvrb,435
Blzf1,3411
Bmf,1440
Bmi1,7254
Bmp1,1037
Bmp10,0
Bmp15,0
Bmp2,0
Bmp2k,3756
Bmp3,0
Bmp4,0
Bmp5,0
Bmp6,6
Bmp7,0
Bmp8a,32
Bmp8b,0
Bmper,0
Bmpr1a,17369
Bmpr1b,0
Bmpr2,9880
Bms1,11897
Bmx,0
Bmyc,1338
Bnc1,0
Bnc2,0
Bnip1,1937
Bnip2,5278
Bnip3,571
Bnip3l,7113
Bnipl,11
Boc,92
Bod1,4264
Bod1l,13729
Bok,0
Bola1,885
Bola2,2394
Bola3,1748
Boll,1251
Bop1,4998
Bora,6480
Bpgm,346
Bphl,1368
Bpi,111
Bpifa1,0
Bpifa2,0
Bpifa3,0
Bpifa5,0
Bpifa6,0
Bpifb1,0
Bpifb2,0
Bpifb3,0
Bpifb4,0
Bpifb5,0
Bpifb6,0
Bpifb9a,0
Bpifb9b,0
Bpifc,0
Bpnt1,2238
Bptf,22799
Braf,9201
Brap,3615
Brat1,1534
Brca1,7076
Brca2,5612
Brcc3,3929
Brd1,10682
Brd2,0
Brd3,6116
Brd4,15868
Brd7,6865
Brd8,9437
Brd9,1623
Brdt,88
Bre,2949
Brf1,3631
Brf2,1607
Bri3,1021
Bri3bp,7809
Bricd5,0
Brinp1,0
Brinp2,2
Brinp3,0
Brip1,3636
Brix1,13104
Brk1,6638
Brms1,1773
Brms1l,2451
Brox,3181
Brpf1,4754
Brpf3,131
Brs3,0
Brsk1,187
Brsk2,2
Brwd1,0
Brwd3,5573
Bscl2,268
Bsdc1,17
Bsg,14182
Bsn,2261
Bsnd,265
Bsph1,0
Bsph2,0
Bspry,181
Bst1,510
Bst2,3073
Bsx,0
Btaf1,10322
Btbd1,4712
Btbd10,2118
Btbd11,15531
Btbd16,0
Btbd17,0
Btbd18,12
Btbd19,1857
Btbd2,2571
Btbd3,0
Btbd6,1472
Btbd7,3535
Btbd8,135
Btbd9,4021
Btc,0
Btd,2723
Btf3,49962
Btf3l4,1098
Btg1,7943
Btg1-ps1,0
Btg1-ps2,0
Btg2,10638
Btg3,169
Btg4,0
Btk,5883
Btla,10971
Btn1a1,145
Btn2a2,378
Btnl1,0
Btnl10,0
Btnl2,0
Btnl4,0
Btnl5-ps,0
Btnl6,0
Btnl9,6
Btrc,3054
Bub1,8657
Bub1b,12853
Bub3,7934
Bud13,2731
Bud31,3288
Bves,0
Bysl,5031
Bzrap1,217
Bzw1,24102
Bzw2,11859
C030004G16Rik,0
C030006K11Rik,1089
C030007H22Rik,0
C030013C21Rik,0
C030013G03Rik,0
C030016D13Rik,0
C030018K13Rik,0
C030023E24Rik,0
C030029H02Rik,0
C030034I22Rik,145
C030034L19Rik,0
C030037D09Rik,22
C030039L03Rik,265
C030047K22Rik,0
C130021I20Rik,0
C130023O10Rik,0
C130026I21Rik,2372
C130026L21Rik,0
C130030K03Rik,0
C130036L24Rik,192
C130046K22Rik,70
C130050O18Rik,19
C130060C02Rik,9
C130060K24Rik,0
C130071C03Rik,39
C130073F10Rik,0
C130074G19Rik,0
C130079G13Rik,0
C130080G10Rik,0
C130083M11Rik,194
C1d,5505
C1galt1,2429
C1galt1c1,928
C1qa,0
C1qb,0
C1qbp,3167
C1qc,0
C1ql1,0
C1ql2,0
C1ql3,9
C1ql4,2
C1qtnf1,51
C1qtnf2,0
C1qtnf3,4
C1qtnf4,0
C1qtnf5,0
C1qtnf6,253
C1qtnf7,0
C1qtnf9,0
C1ra,860
C1rb,1
C1rl,109
C1s1,34
C1s2,3
C2,0
C230004F18Rik,0
C230012O17Rik,0
C230014O12Rik,2
C230024C17Rik,0
C230029F24Rik,0
C230029M16,0
C230035I16Rik,66
C230037L18Rik,70
C230052I12Rik,2086
C230057M02Rik,1
C230062I16Rik,0
C230072F16Rik,0
C230079O03Rik,0
C230091D08Rik,46
C2cd2,2110
C2cd2l,843
C2cd3,7566
C2cd4a,0
C2cd4b,0
C2cd4c,18
C2cd4d,0
C2cd5,5688
C3,119
C330002G04Rik,0
C330004N01Rik,0
C330004P14Rik,0
C330006A16Rik,1771
C330007P06Rik,6340
C330011F03Rik,2
C330011M18Rik,26
C330013E15Rik,126
C330013F16Rik,0
C330013J21Rik,97
C330016L05Rik,0
C330018A13Rik,0
C330018D20Rik,2955
C330020E22Rik,0
C330021F23Rik,0
C330022C24Rik,0
C330024C12Rik,0
C330024D21Rik,0
C330027C09Rik,5397
C330046G13Rik,0
C3ar1,31
C430002E04Rik,0
C430002N11Rik,16
C430042M11Rik,51
C430049B03Rik,6
C430049E01Rik,20
C4a,0
C4b,0
C4bp,224
C4bp-ps1,1
C530005A16Rik,12
C530008M17Rik,44
C530044C16Rik,0
C5ar1,0
C5ar2,15
C6,0
C630028M04Rik,0
C630031E19Rik,0
C630043F03Rik,0
C7,0
C730002L08Rik,0
C730027H18Rik,0
C730036E19Rik,2
C77080,14
C77370,4
C78339,3081
C7H19orf84,0
C86187,0
C86695,0
C87198,0
C87414,0
C87436,766
C87499,0
C87977,0
C8a,6
C8b,0
C8g,274
C9,0
C920006O11Rik,183
C920009B18Rik,1929
C920021L13Rik,120
C920025E04Rik,2
Caap1,2367
Cab39,31619
Cab39l,8422
Cabin1,5501
Cables1,8
Cables2,2208
Cabp1,261
Cabp2,0
Cabp4,0
Cabp5,1
Cabp7,0
Cabs1,0
Cabyr,21
Cacfd1,1126
Cachd1,0
Cacna1a,151
Cacna1b,19
Cacna1c,45
Cacna1d,335
Cacna1e,71
Cacna1f,12
Cacna1g,458
Cacna1h,1597
Cacna1i,10
Cacna1s,1431
Cacna2d1,355
Cacna2d2,2
Cacna2d3,0
Cacna2d4,122
Cacnb1,191
Cacnb2,18
Cacnb3,83
Cacnb4,574
Cacng1,0
Cacng2,0
Cacng3,0
Cacng4,2
Cacng5,0
Cacng6,0
Cacng7,0
Cacng8,0
Cactin,2599
Cacul1,8786
Cacybp,11794
Cad,9622
Cadm1,0
Cadm2,0
Cadm3,0
Cadm4,540
Cadps,0
Cadps2,0
Cage1,849
Calb1,2
Calb2,0
Calca,0
Calcb,0
Calcoco1,4092
Calcoco2,0
Calcr,0
Calcrl,24
Cald1,0
Calhm1,0
Calhm2,468
Calm1,19246
Calm2,15565
Calm3,9710
Calm4,0
Calm5,0
Calml3,0
Calml4,3
Caln1,0
Calr,41184
Calr3,581
Calr4,12
Calu,16941
Caly,2
Camk1,471
Camk1d,5830
Camk1g,15
Camk2a,3141
Camk2b,0
Camk2d,15733
Camk2g,3481
Camk2n1,318
Camk2n2,168
Camk4,16362
Camkk1,17
Camkk2,871
Camkmt,202
Camkv,2
Caml,1945
Camp,0
Camsap1,6370
Camsap2,6278
Camsap3,12
Camta1,750
Camta2,0
Cand1,15281
Cand2,2604
Cant1,5262
Canx,52509
Cap1,9832
Cap2,9
Capg,3269
Capn1,3927
Capn10,1020
Capn11,23
Capn12,5
Capn13,0
Capn15,2556
Capn2,2835
Capn3,374
Capn5,138
Capn6,0
Capn7,13163
Capn8,0
Capn9,23
Capns1,6657
Capns2,0
Caprin1,48919
Caprin2,40
Caps2,0
Capsl,115
Capza1,7011
Capza2,10880
Capza3,0
Capzb,10453
Car1,0
Car10,0
Car11,20
Car12,6602
Car13,3864
Car14,58
Car15,0
Car2,2
Car3,1
Car4,0
Car5a,31
Car5b,2
Car6,0
Car7,190
Car8,0
Car9,0
Card10,3
Card11,11922
Card14,79
Card6,3138
Card9,7
Carf,1317
Carhsp1,1774
Carkd,1428
Carm1,5355
Carns1,0
Cars,13911
Cars2,1324
Cartpt,1
Casc1,30
Casc3,7033
Casc4,6789
Casc5,7406
Casd1,4324
Cask,1177
Caskin1,33
Caskin2,1591
Casp1,4109
Casp12,0
Casp14,0
Casp16,7
Casp2,4617
Casp3,8337
Casp4,4203
Casp6,368
Casp7,63
Casp8,4362
Casp8ap2,10419
Casp9,1211
Casq1,50
Casq2,0
Casr,123
Cass4,1414
Cast,2759
Casz1,110
Cat,4914
Catip,22
Catsper1,0
Catsper2,177
Catsper3,0
Catsper4,2
Catsperb,0
Catsperd,44
Catsperg1,72
Catsperg2,2
Cav1,0
Cav2,4
Cav3,0
Cbfa2t2,3601
Cbfa2t3,2297
Cbfb,12654
Cbl,15204
Cblb,3781
Cblc,32
Cbll1,5302
Cbln1,0
Cbln2,0
Cbln3,19
Cbln4,0
Cbr1,66
Cbr2,0
Cbr3,1140
Cbr4,1346
Cbs,327
Cbwd1,2102
Cbx1,10051
Cbx2,5182
Cbx3,3287
Cbx4,13436
Cbx5,47142
Cbx6,7681
Cbx7,1104
Cbx8,1540
Cby1,882
Cby3,11
Cc2d1a,764
Cc2d1b,4120
Cc2d2a,7
Cc2d2b,25
Ccar1,9871
Ccar2,6292
Ccbe1,134
Ccbl1,516
Ccbl2,2173
Ccdc101,1734
Ccdc102a,1245
Ccdc103,46
Ccdc105,0
Ccdc106,54
Ccdc107,1105
Ccdc108,0
Ccdc109b,14
Ccdc110,0
Ccdc112,747
Ccdc113,0
Ccdc114,18
Ccdc115,3558
Ccdc116,308
Ccdc117,5562
Ccdc12,1567
Ccdc120,1020
Ccdc121,0
Ccdc122,1937
Ccdc124,1141
Ccdc125,4
Ccdc126,610
Ccdc127,7270
Ccdc129,0
Ccdc13,4
Ccdc130,889
Ccdc132,2612
Ccdc134,857
Ccdc136,288
Ccdc137,2755
Ccdc138,330
Ccdc14,1945
Ccdc141,2
Ccdc142,327
Ccdc142os,42
Ccdc144b,2
Ccdc146,54
Ccdc148,0
Ccdc149,0
Ccdc15,1678
Ccdc150,4
Ccdc151,17
Ccdc152,0
Ccdc153,0
Ccdc154,0
Ccdc155,3
Ccdc157,835
Ccdc158,0
Ccdc159,0
Ccdc160,4
Ccdc162,188
Ccdc163,464
Ccdc166,2
Ccdc167,665
Ccdc168,17
Ccdc169,34
Ccdc17,182
Ccdc170,42
Ccdc171,374
Ccdc172,0
Ccdc173,249
Ccdc174,2139
Ccdc175,0
Ccdc176,376
Ccdc177,0
Ccdc178,0
Ccdc18,1819
Ccdc181,1223
Ccdc183,1
Ccdc184,0
Ccdc185,0
Ccdc186,2358
Ccdc22,871
Ccdc23,1020
Ccdc24,22
Ccdc25,3471
Ccdc27,0
Ccdc28a,568
Ccdc28b,481
Ccdc3,6
Ccdc30,48
Ccdc32,1270
Ccdc33,163
Ccdc34,1282
Ccdc34os,0
Ccdc36,25
Ccdc37,5
Ccdc38,805
Ccdc39,72
Ccdc40,631
Ccdc42,0
Ccdc42b,14
Ccdc43,4112
Ccdc47,12562
Ccdc50,47740
Ccdc51,1494
Ccdc53,2013
Ccdc54,0
Ccdc55,5150
Ccdc57,869
Ccdc58,2884
Ccdc59,2538
Ccdc6,13503
Ccdc60,0
Ccdc61,612
Ccdc62,190
Ccdc63,181
Ccdc64,136
Ccdc64b,4
Ccdc65,17
Ccdc66,3391
Ccdc67,106
Ccdc68,0
Ccdc69,5
Ccdc7,0
Ccdc70,0
Ccdc71,4050
Ccdc71l,4750
Ccdc73,140
Ccdc74a,18
Ccdc77,2049
Ccdc78,18
Ccdc79,2
Ccdc8,10
Ccdc80,9816
Ccdc81,0
Ccdc82,2162
Ccdc83,0
Ccdc84,356
Ccdc85a,0
Ccdc85b,1178
Ccdc85c,9602
Ccdc86,3459
Ccdc87,0
Ccdc88a,19147
Ccdc88b,6865
Ccdc88c,4595
Ccdc89,0
Ccdc9,1282
Ccdc90b,0
Ccdc91,988
Ccdc92,67
Ccdc93,4553
Ccdc94,632
Ccdc96,28
Ccdc97,3259
Ccer1,0
Cchcr1,74
Ccin,13
Cck,0
Cckar,0
Cckbr,0
Ccl1,3
Ccl11,0
Ccl12,0
Ccl17,29
Ccl19,0
Ccl19-ps1,0
Ccl19-ps2,0
Ccl19-ps3,0
Ccl2,0
Ccl20,0
Ccl21a,0
Ccl21b,0
Ccl21c,0
Ccl22,86718
Ccl24,0
Ccl25,89
Ccl26,0
Ccl27a,42
Ccl27b,0
Ccl28,52
Ccl3,793
Ccl4,288
Ccl5,18
Ccl6,210
Ccl7,0
Ccl8,0
Ccl9,15
Ccm2,2185
Ccm2l,4
Ccna1,0
Ccna2,7341
Ccnb1,8965
Ccnb1ip1,0
Ccnb2,3799
Ccnb3,0
Ccnc,2692
Ccnd1,3018
Ccnd2,4150
Ccnd3,2406
Ccnd3-ps,48
Ccndbp1,2380
Ccne1,2945
Ccne2,1067
Ccnf,3735
Ccng1,6683
Ccng2,1278
Ccnh,3299
Ccni,9583
Ccnj,3209
Ccnjl,0
Ccnk,5753
Ccnl1,12044
Ccnl2,6183
Ccno,75
Ccnt1,4453
Ccnt2,2723
Ccny,7553
Ccnyl1,586
Ccp110,3050
Ccpg1,2492
Ccpg1os,362
Ccr1,1012
Ccr10,156
Ccr1l1,12
Ccr2,24
Ccr3,24
Ccr4,328
Ccr5,252
Ccr6,326
Ccr7,25831
Ccr8,0
Ccr9,78
Ccrl2,454
Ccrn4l,1755
Ccs,1984
Ccsap,1440
Ccser1,0
Ccser2,6395
Cct2,36310
Cct3,24993
Cct3-ps1,1
Cct4,59711
Cct5,34431
Cct6a,35101
Cct6b,30
Cct7,29639
Cct8,42613
Cct8l1,0
Ccz1,4702
Cd101,0
Cd109,290
Cd14,0
Cd151,1781
Cd160,64
Cd163,0
Cd163l1,0
Cd164,26852
Cd164l2,0
Cd177,14
Cd180,25871
Cd19,18448
Cd1d1,43
Cd1d2,1
Cd2,0
Cd200,2733
Cd200r1,750
Cd200r2,441
Cd200r3,222
Cd200r4,194
Cd207,0
Cd209a,0
Cd209b,0
Cd209c,0
Cd209d,0
Cd209e,0
Cd209f,0
Cd209g,0
Cd22,29735
Cd226,0
Cd244,39
Cd247,265
Cd248,0
Cd24a,48902
Cd27,9
Cd274,2139
Cd276,1469
Cd28,390
Cd2ap,11441
Cd2bp2,4143
Cd300a,1558
Cd300c,1
Cd300e,0
Cd300lb,0
Cd300ld,40
Cd300lf,600
Cd300lg,2
Cd300lh,7
Cd302,5
Cd320,0
Cd33,11
Cd34,0
Cd36,23202
Cd37,5336
Cd38,1103
Cd3d,28
Cd3e,0
Cd3eap,2366
Cd3g,44
Cd4,322
Cd40,2783
Cd40lg,0
Cd44,29968
Cd46,254
Cd47,2955
Cd48,3159
Cd5,2483
Cd52,8508
Cd53,14386
Cd55,187
Cd59a,943
Cd59b,29
Cd5l,54
Cd6,110
Cd63,12
Cd63-ps,0
Cd68,1337
Cd69,22424
Cd7,93
Cd70,2180
Cd72,3723
Cd74,146848
Cd79a,22158
Cd79b,16213
Cd80,4644
Cd81,9348
Cd82,6677
Cd83,21406
Cd84,1539
Cd86,6428
Cd8a,9
Cd8b1,1
Cd9,825
Cd9-ps,1
Cd93,8407
Cd96,0
Cd97,210
Cd99,264
Cd99l2,224
Cda,0
Cdadc1,4047
Cdan1,1928
Cdc123,5121
Cdc14a,3474
Cdc14b,1534
Cdc16,6062
Cdc20,5273
Cdc20b,0
Cdc23,5781
Cdc25a,6593
Cdc25b,3679
Cdc25c,1046
Cdc26,2545
Cdc27,12527
Cdc34,3935
Cdc34-ps,3
Cdc37,11147
Cdc37l1,2669
Cdc40,5472
Cdc42,18786
Cdc42bpa,3192
Cdc42bpb,2939
Cdc42bpg,772
Cdc42ep1,0
Cdc42ep2,9
Cdc42ep3,222
Cdc42ep4,746
Cdc42ep5,3
Cdc42se1,5587
Cdc42se2,9657
Cdc45,2
Cdc5l,7132
Cdc6,6554
Cdc7,2427
Cdc73,7103
Cdca2,11439
Cdca3,3907
Cdca4,7464
Cdca5,8927
Cdca7,8396
Cdca7l,3744
Cdca8,5140
Cdcp1,40
Cdcp2,4121
Cdh1,0
Cdh10,0
Cdh11,34
Cdh12,394
Cdh13,0
Cdh15,0
Cdh16,2
Cdh17,482
Cdh18,0
Cdh19,0
Cdh2,0
Cdh20,0
Cdh22,4
Cdh23,289
Cdh24,122
Cdh26,0
Cdh3,0
Cdh4,2
Cdh5,401
Cdh6,22
Cdh7,0
Cdh8,0
Cdh9,0
Cdhr1,4
Cdhr2,0
Cdhr3,14
Cdhr4,30
Cdhr5,54
Cdip1,5261
Cdipt,4205
Cdk1,5104
Cdk10,1318
Cdk11b,7256
Cdk12,12464
Cdk13,11064
Cdk14,2440
Cdk15,20
Cdk16,2269
Cdk17,3661
Cdk18,38
Cdk19,3546
Cdk2,5844
Cdk20,1
Cdk2ap1,685
Cdk2ap2,0
Cdk3-ps,41
Cdk4,18409
Cdk5,951
Cdk5r1,653
Cdk5r2,0
Cdk5rap1,2310
Cdk5rap2,6909
Cdk5rap3,3846
Cdk6,19742
Cdk7,5312
Cdk8,9190
Cdk9,7558
Cdkal1,1399
Cdkl1,0
Cdkl2,8
Cdkl3,976
Cdkl4,358
Cdkl5,13
Cdkn1a,181
Cdkn1b,4703
Cdkn1c,0
Cdkn2a,0
Cdkn2aip,1779
Cdkn2aipnl,8844
Cdkn2b,0
Cdkn2c,893
Cdkn2d,277
Cdkn3,976
Cdnf,153
Cdo1,6
Cdon,354
Cdpf1,1198
Cdr1,0
Cdr2,1117
Cdr2l,0
Cdrt4,0
Cdrt4os1,0
Cdrt4os2,0
Cds1,0
Cds2,8352
Cdsn,13
Cdt1,4890
Cdv3,22770
Cdx1,6
Cdx2,0
Cdx4,0
Cdyl,4109
Cdyl2,7450
Ceacam-ps1,0
Ceacam1,1394
Ceacam10,5
Ceacam11,0
Ceacam12,0
Ceacam13,0
Ceacam14,0
Ceacam15,0
Ceacam16,317
Ceacam18,0
Ceacam19,0
Ceacam2,305
Ceacam20,0
Ceacam3,6
Ceacam5,0
Ceacam9,2
Cebpa,0
Cebpb,157
Cebpd,546
Cebpe,32
Cebpg,13365
Cebpz,8858
Cebpzos,448
Cecr2,1557
Cecr5,168
Cecr6,0
Cel,2
Cela1,40
Cela2a,8
Cela3a,0
Cela3b,0
Celf1,16333
Celf2,14284
Celf3,14
Celf4,2
Celf5,10
Celf6,2
Celrr,0
Celsr1,61
Celsr2,8
Celsr3,9
Cemip,0
Cend1,0
Cenpa,4127
Cenpb,3464
Cenpc1,2940
Cenpe,17609
Cenpf,11576
Cenph,2847
Cenpi,1800
Cenpj,3637
Cenpk,2104
Cenpl,1615
Cenpm,1180
Cenpn,2122
Cenpo,1439
Cenpp,1115
Cenpq,2542
Cenpt,1220
Cenpu,534
Cenpv,1626
Cenpw,1570
Cep104,2074
Cep112,2
Cep112os2,24
Cep120,6346
Cep128,2373
Cep131,1168
Cep135,2257
Cep152,2113
Cep162,5839
Cep164,4431
Cep170,10731
Cep170b,4391
Cep19,989
Cep192,12128
Cep250,5967
Cep290,0
Cep295,5524
Cep350,11388
Cep41,404
Cep44,2018
Cep55,2659
Cep57,4009
Cep57l1,2192
Cep63,2702
Cep68,11056
Cep70,487
Cep72,1093
Cep76,2319
Cep78,1960
Cep83,5657
Cep83os,1336
Cep85,3955
Cep85l,2560
Cep89,848
Cep95,1620
Cep97,3461
Cept1,4741
Cer1,0
Cercam,1650
Cerk,3251
Cerkl,632
Cers1,0
Cers2,6964
Cers3,857
Cers4,8
Cers5,4591
Cers6,0
Ces1a,0
Ces1b,0
Ces1c,0
Ces1d,1
Ces1e,0
Ces1f,0
Ces1g,0
Ces1h,0
Ces2a,0
